title,link,image,description,createdAt,category
Người dùng Việt mua 10.000 đồng hồ thiết kế giống Apple Watch,https://genk.vn/nguoi-dung-viet-mua-10000-dong-ho-thiet-ke-giong-apple-watch-2024052618303009.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/26/huawei-watch-fit-3-hands-on-revi-17167229925421711141771-11-0-949-1500-crop-1716722996871487208292.jpg,Huawei Watch Fit 3 đang là mẫu smartwatch được người dùng Việt quan tâm trong phân khúc giá chỉ hơn 2 triệu đồng.,4 tháng trước,Đồ chơi số
4 mẫu bàn phím cơ gaming không nên bỏ qua tại Shopee Hội Game Thủ,https://genk.vn/4-mau-ban-phim-co-gaming-khong-nen-bo-qua-tai-shopee-hoi-game-thu-20240527084745251.chn,https://channel.mediacdn.vn/428462621602512896/2024/5/25/photo1716607378000-17166073781091001387218.png,Bạn đang tìm kiếm bàn phím cơ phù hợp để cày ranking? Hãy tham khảo ngay 4 mẫu bàn phím cơ gaming đáng mua nhất trên Shopee Hội Game Thủ hiện tại.,4 tháng trước,Đồ chơi số
Sự thật ngỡ ngàng về camera giám sát mà nhiều gia đình Việt đang sử dụng,https://genk.vn/su-that-ngo-ngang-ve-camera-giam-sat-ma-nhieu-gia-dinh-viet-dang-su-dung-20240527025615936.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/26/avatar1716752980555-17167529810691055684547.jpeg,"Năm 2023, hacker rao bán quyền truy cập camera giám sát tại Việt Nam với giá 800.000 đồng/15 camera. Số lượng camera được quảng cáo là lên tới hàng trăm nghìn.",4 tháng trước,Đồ chơi số
"Dyson ra mắt bộ đôi máy sấy duỗi tóc cực đỉnh cho hội chị em, giá chỉ từ 14,79 triệu đồng",https://genk.vn/dyson-ra-mat-bo-doi-may-say-duoi-toc-va-may-say-toc-cuc-dinh-cho-hoi-chi-em-gia-chi-tu-1479-trieu-dong-20240526202141606.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/26/genk-dyson-nural-va-airstrait-20-17167294507841319833001-0-0-1280-2048-crop-17167296493701169619129.jpg,Hai dòng sản phẩm mới của Dyson mang lại những công nghệ ưu việt trong công cuộc chăm sóc tóc của người dùng Việt.,4 tháng trước,Đồ chơi số
Đây là máy ảnh Fujifilm GFX100S II: Cảm biến 'to đùng' 102MP nằm trong thiết kế quen thuộc,https://genk.vn/day-la-may-anh-fujifilm-gfx100s-ii-cam-bien-to-dung-102mp-thiet-ke-quen-thuoc-20240526144925957.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/26/fujifilm-xt50-gfx100sii-minh-duc-27-1716707546422281168558-79-0-1642-2500-crop-17167075774151064710419.jpg,"Đây là dòng máy với cảm biến Medium Format 'cận cao cấp' nằm dưới GFX100 II, với giá bán là 132.990.000 Đồng (riêng thân máy).",4 tháng trước,Đồ chơi số
Sếp Garmin: Chúng tôi là một trong những thương hiệu smartwatch chủ chốt tại thị trường Việt Nam,https://genk.vn/sep-garmin-chung-toi-la-mot-trong-nhung-thuong-hieu-smartwatch-chu-chot-tai-thi-truong-viet-nam-2024052515103498.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/25/photo-1716624260650-1716624260816170637222-0-0-1088-1740-crop-1716624578006621626789.jpg,2024 đánh dấu cột mốc 35 năm Garmin có mặt trên thị trường và tạo nên một thương hiệu vững chắc trên nhiều lĩnh vực.,4 tháng trước,Đồ chơi số
"Trên tay Fujifilm X-T50: Nhỏ, nhẹ và vòng xoay giả lập màu phim khá 'vui vẻ'",https://genk.vn/tren-tay-fujifilm-x-t50-nho-nhe-va-vong-xoay-gia-lap-mau-phim-kha-vui-ve-20240525141611106.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/25/fujifilm-xt50-gfx100sii-minh-duc-3-1716618796130311352509-106-0-1669-2500-crop-17166189010551564425339.jpg,Đây có thể coi là dòng máy Fujifilm X cận cao cấp nằm dưới X-T5 với mức giá khởi điểm là 34.990.000 Đồng.,4 tháng trước,Đồ chơi số
"Thời oanh liệt nay còn đâu? Củ sạc Nokia 65W có 3 cổng, tặng kèm cáp, giá chỉ hơn 200.000 đồng mà không ai biết",https://genk.vn/thoi-oanh-liet-nay-con-dau-cu-sac-nokia-65w-co-3-cong-tang-kem-cap-gia-chi-hon-200000-dong-ma-khong-ai-biet-20240524144613664.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/24/genk-nokia-65w-11-1716533872327548223140-50-0-1330-2048-crop-17165366696061553069760.jpg,Thương hiệu quen thuộc một thời của người dùng Việt giờ đây phải đi sản xuất sạc nhanh giá rẻ.,4 tháng trước,Đồ chơi số
Đây là Galaxy Watch7 Ultra: Đòn đáp trả của Samsung với Apple Watch Ultra,https://genk.vn/day-la-galaxy-watch7-ultra-don-dap-tra-cua-samsung-voi-apple-watch-ultra-20240524154826344.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/24/galaxy-watch-7-ultra-leaked-2-1716540191103893236416-0-30-409-684-crop-17165402044912138229419.jpeg,"Galaxy Watch7 Ultra sẽ là mẫu đồng hồ ""Ultra"" đầu tiên của Samsung, ra mắt trong tháng 7 này.",4 tháng trước,Đồ chơi số
"Leica công bố máy ảnh compact cao cấp D-Lux 8: Thiết kế giống Leica Q, nhỏ gọn và đa dụng",https://genk.vn/leica-cong-bo-may-anh-compact-cao-cap-d-lux-8-thiet-ke-giong-leica-q-nho-gon-va-da-dung-20240523000350534.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/22/d-lux-8-genk-1-1716396393208396183326-73-0-1161-1740-crop-17163964396411547852899.jpg,Chiếc máy ảnh này có giá bán là 1.590 Euro (tương đương 43.89 triệu Đồng).,4 tháng trước,Đồ chơi số
"Trải nghiệm nhanh MSI Prestige 13 AI Evo: Ngoại hình không thay đổi, bù lại nhẹ hơn cả Macbook Air, trang bị Intel mới nhất với giá từ 34 triệu đồng",https://genk.vn/trai-nghiem-nhanh-msi-prestige-13-ai-evo-ngoai-hinh-khong-thay-doi-bu-lai-nhe-hon-ca-macbook-air-trang-bi-intel-moi-nhat-voi-gia-tu-34-trieu-dong-20240523143010224.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/23/export-0891-17164453282081632712140-60-0-1310-2000-crop-17164453418401292037401.jpg,"Bên cạnh việc sở hữu một hiệu năng mạnh mẽ hướng tới nhiều đối tượng, mẫu Ultrabook nặng dưới 1kg này còn được tích hợp bộ công cụ AI độc quyền giúp tăng thêm trải nghiệm.",4 tháng trước,Đồ chơi số
"""90% camera trên thị trường Việt Nam có xuất xứ Trung Quốc"": Sai lầm lớn khiến người dùng lộ ảnh riêng tư",https://genk.vn/90-camera-tren-thi-truong-viet-nam-co-xuat-xu-trung-quoc-sai-lam-lon-khien-nguoi-dung-lo-anh-rieng-tu-20240523080647394.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/23/avatar1716426248118-17164262482561844005531.png,Có trường hợp nhờ nhân viên lắp đặt camera đổi mật khẩu và bị chính người đó lấy được hình ảnh nhạy cảm để tống tiền.,4 tháng trước,Đồ chơi số
"Tham quan hệ sinh thái sản phẩm set-up góc làm việc của HyperWork: Bàn nâng hạ, ghế công thái học, chuột không dây,... đồ gì cũng có!",https://genk.vn/tham-quan-he-sinh-thai-san-pham-set-up-goc-lam-viec-cua-hyperwork-ban-nang-ha-ghe-cong-thai-hoc-chuot-khong-day-do-gi-cung-co-20240522142932861.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/22/genk-hyperwork-21-17163564757571950965171-61-0-1341-2048-crop-17163581474312028215910.jpg,"Thương hiệu HyperWork mang tới triển lãm VietOffice 2024 loạt sản phẩm tập trung vào nhu cầu set-up góc làm việc, văn phòng của khách hàng cá nhân và doanh nghiệp.",4 tháng trước,Đồ chơi số
Ra mắt ổ USB flash chỉ lưu trữ được 8KB dữ liệu nhưng giá gần triệu đồng vì sở hữu nhiều tính năng 'độc lạ',https://genk.vn/ra-mat-o-usb-flash-chi-luu-tru-duoc-8kb-du-lieu-nhung-gia-gan-trieu-dong-vi-so-huu-nhieu-tinh-nang-doc-la-20240521162255214.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/xkzukagztrqfqglhh9jkhd-650-80jp-17162831764571376364065-0-0-365-584-crop-1716283266242683741798.png,Vậy bạn có thể lưu trữ gì trong một thiết bị có dung lượng 8KB?,4 tháng trước,Đồ chơi số
Garmin ra mắt đồng hồ MARQ Athlete (Gen 2) - Carbon Edition tại Việt Nam,https://genk.vn/garmin-ra-mat-dong-ho-marq-athlete-gen-2-carbon-edition-tai-viet-nam-20240521152703885.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/cleanshot-2024-05-21-at-314222x-17162796464401753192302-344-524-1450-2294-crop-171627998943032982386.jpg,"Với thời lượng pin lên đến 16 ngày, MARQ Athlete (Gen 2) - Carbon Edition hứa hẹn trở thành người bạn đồng hành bền bỉ trong mọi cuộc đua khắc nghiệt.",4 tháng trước,Xem - Mua - Luôn
5 triệu USD định mệnh: Lòng hào phóng của SEGA đã cứu rỗi Nvidia khỏi cảnh phá sản như thế nào?,https://genk.vn/5-trieu-usd-dinh-menh-long-hao-phong-cua-sega-da-cuu-roi-nvidia-khoi-canh-pha-san-nhu-the-nao-20240521150333768.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/mqucttlz9td5xeusfctd9m-650-80pn-17162784650291888001542-0-2-366-588-crop-1716278515836671398309.png,Vậy làm thế nào Nvidia lại được Sega cứu trợ?,4 tháng trước,Đồ chơi số
"Ra mắt TV 100 inch 144hz, giá chỉ 32 triệu đồng",https://genk.vn/ra-mat-tv-100-inch-144hz-gia-chi-32-trieu-dong-20240521142058482.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/202451792925580-17162752787151025384678-86-0-492-650-crop-17162753538131106910208.jpeg,"Nếu ""càng to càng tốt"" là tiêu chí hàng đầu mà bạn quan tâm, đây là một sản phẩm rất đáng để cân nhắc.",4 tháng trước,Đồ chơi số
Dell ra mắt XPS 13 mới với chip Snapdragon X Elite,https://genk.vn/dell-ra-mat-xps-13-moi-voi-chip-snapdragon-x-elite-20240521135614767.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/xps-13-platinum-4-1716273812132664970953-113-0-738-1000-crop-1716274454174320550702.png,Dell XPS 13 9345 sở hữu thiết kế và tính năng tương đương so với phiên bản Intel,4 tháng trước,Đồ chơi số
"Đáp trả Qualcomm, Intel công bố Lunar Lake sẽ mạnh mẽ hơn Snapdragon X Elite, tiết kiệm điện hơn, sản xuất bởi TSMC",https://genk.vn/dap-tra-qualcomm-intel-cong-bo-lunar-lake-se-manh-me-hon-snapdragon-x-elite-tiet-kiem-dien-hon-san-xuat-boi-tsmc-2024052112094763.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/intel-lunar-lake-17162680386971720247362-0-74-400-714-crop-17162680429721575399740.jpg,Những sản phẩm đầu tiên dựa trên nền tảng Lunar Lake mới của Intel sẽ xuất hiện trong Q3 2024.,4 tháng trước,Đồ chơi số
Chơi lớn như Samsung: Tặng luôn TV 50 inch cho người mua laptop Snapdragon X Elite mới,https://genk.vn/choi-lon-nhu-samsung-tang-luon-tv-50-inch-cho-nguoi-mua-laptop-snapdragon-x-elite-moi-20240521114722194.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/samsung-galaxy-book-4-edge-1716266499510473148055-0-60-1080-1788-crop-17162665150081501164518.jpeg,Galaxy Book 4 Edge là dòng laptop đầu tiên được trang bị thế hệ chip Snapdragon mới.,4 tháng trước,Đồ chơi số
"Ra mắt mẫu ThinkPad đầu tiên với chip Snapdragon X Elite: RAM tới 64GB, màn hình OLED, đủ cổng kết nối, Wi-Fi 7",https://genk.vn/ra-mat-mau-thinkpad-dau-tien-voi-chip-snapdragon-x-elite-ram-toi-64gb-man-hinh-oled-du-cong-ket-noi-wi-fi-7-20240521091807065.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/21/lenovo-thinkpad-t14s-gen-6-snapdragon-x-elite45-1716257515681375010240-0-0-720-1152-crop-17162576035021058022269.jpg,ThinkPad T14s Gen 6 mới với chip Snapdragon X Elite sẽ chính thức được Lenovo bán ra trong tháng 6 tới.,4 tháng trước,Đồ chơi số
Ra mắt màn hình 2K 100Hz giá chỉ hơn 2 triệu đồng,https://genk.vn/ra-mat-man-hinh-2k-100hz-gia-chi-hon-2-trieu-dong-20240520182839321.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/20/62ec2493gy1hpw6nihbgwj20iz0bjdmi-1716204395468-1716204397053681130305-0-0-415-664-crop-17162044883922100315995.jpg,"Đây là một mẫu màn hình giá rẻ phù hợp với cả nhu cầu chơi game, làm việc và thiết kế đồ hoạ.",4 tháng trước,Đồ chơi số
"Colorful giới thiệu dòng laptop chơi game EVOL G Series mới: Hiệu năng tốt nhờ Core i7-13620HX & RTX 4060, thiết kế lấy cảm hứng từ không gian vũ trụ",https://genk.vn/colorful-gioi-thieu-dong-may-tinh-xach-tay-choi-game-evol-g-series-moi-2024052017274768.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/20/evol-g15-kv-lila-1716200789795887379425-0-3-1080-1731-crop-17162008310602116474218.jpg,"Máy tính xách tay COLORFUL EVOL G Series được trang bị vi xử lý Intel Core i7-13620HX, mạnh mẽ với 10 nhân và 16 luồng, tần số lên đến 4.8GHz",4 tháng trước,Đồ chơi số
So sánh khác biệt giữa VinFast VF3 và Wuling Mini EV,https://genk.vn/so-sanh-khac-biet-giua-vinfast-vf3-va-wuling-mini-ev-20240520142246812.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/20/avatar1716189710279-1716189710412168506648.jpg,Hai mẫu xe điện mini VinFast VF3 và Wuling Mini EV hiện là tâm điểm chú ý của người tiêu dùng Việt khi sở hữu mức giá rất dễ tiếp cận. Dưới đây là những so sánh về thông số kỹ thuật và trang bị đi kèm của hai mẫu xe này.,4 tháng trước,Đồ chơi số
Garmin không chỉ có smartwatch mà còn có cả những sản phẩm khổng lồ thế này đây,https://genk.vn/garmin-khong-chi-co-smartwatch-ma-con-co-ca-nhung-san-pham-khong-lo-the-nay-day-2024051914521654.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/19/photo-1716104604942-1716104605435492090549-0-12-916-1478-crop-1716105118305139227713.jpg,"Nhắc đến Garmin, mọi người thường nghĩ về một thương hiệu smartwatch thể thao chất lượng cao, nhất là dòng sản phẩm hỗ trợ chạy bộ Forerunner danh tiếng. Tuy nhiên, đó chỉ là một dải sản phẩm khá nhỏ của họ mà thôi.",4 tháng trước,Đồ chơi số
"Dòng laptop này bất ngờ được hồi sinh sau 22 năm, sẽ được trang bị chip Snapdragon X Elite?",https://genk.vn/dong-laptop-nay-bat-ngo-duoc-hoi-sinh-sau-22-nam-se-duoc-trang-bi-chip-snapdragon-x-elite-20240519124629318.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/19/csmhp-omnibook-202470ca02afc31d-17160965792911750939173-107-0-1029-1475-crop-1716096704489391277091.jpg,Dòng laptop này được hướng tới đối tượng người dùng đề cao tính di động.,4 tháng trước,Đồ chơi số
"Chiếc máy 100 năm tuổi nhà ai cũng từng có: Năm 2024 rồi mà cả triệu người dùng, Internet không ""diệt"" nổi",https://genk.vn/chiec-may-100-nam-tuoi-nha-ai-cung-tung-co-nam-2024-roi-ma-ca-trieu-nguoi-dung-internet-khong-diet-noi-20240519084519614.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/19/avatar1716083081906-1716083082057436182298.jpeg,"Thời đại Internet đã chứng kiến sự lỗi thời của rất nhiều thiết bị công nghệ như máy ảnh, máy nghe nhạc, đồng hồ. Nhưng có một thiết bị vẫn sống khỏe giữa sóng gió.",4 tháng trước,Đồ chơi số
"Cận cảnh vivo V30 Series: Không chỉ mỏng mà còn cắt bớt camera, thay đèn trợ sáng siêu to",https://genk.vn/can-canh-vivo-v30-series-thiet-ke-sieu-mong-an-tuong-cat-bot-camera-nhung-phong-to-den-tro-sang-lieu-co-tao-nen-su-khac-biet-20240518233403244.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/18/export-0645-17160466288101163367264-65-0-1345-2048-crop-17160466362021242063272.jpg,"Vivo đã và đang không ngừng thay đổi trong từng sản phẩm mỗi năm, thậm chí mạnh tay cắt bớt camera và sáng tạo thêm đèn trợ sáng độc lạ.",4 tháng trước,Mobile
"Xiaomi ra mắt màn hình gaming 24 inch IPS 180Hz, giá chỉ 2.1 triệu đồng",https://genk.vn/xiaomi-ra-mat-man-hinh-gaming-24-inch-ips-180hz-gia-chi-21-trieu-dong-20240518222522129.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/18/c04ee6de-5f62-4f6a-9b28-1f34ab2a7f1a-1716044487474555512689-10-0-449-702-crop-17160458607801096340126.jpg,Một mẫu màn hình gaming với mức giá rất mềm cho các game thủ cơ bản.,4 tháng trước,Đồ chơi số
"Đây là Apple Watch của thế giới Android: Màn hình cực sáng, pin 10 ngày, giá chưa tới 3 triệu đồng",https://genk.vn/day-la-apple-watch-cua-the-gioi-android-man-hinh-cuc-sang-pin-10-ngay-gia-chua-toi-3-trieu-dong-20240518134747268.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/18/huawei-watch-fit-3-title-2-1716014468651-17160144693441577094212-0-42-971-1596-crop-171601451837889844988.jpg,"Watch Fit 3 là mẫu smartwatch mới của Huawei, trang bị nhiều ưu điểm trong tầm giá dưới 3 triệu.",4 tháng trước,Đồ chơi số
"Huawei Watch Fit 3 chính thức ra mắt: Thay đổi mạnh từ trong ra ngoài, giá từ 2.990.000 đồng",https://genk.vn/huawei-watch-fit-3-chinh-thuc-ra-mat-thay-doi-manh-tu-trong-ra-ngoai-gia-tu-2990000-dong-20240518004851155.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/17/export-0596-1715967971189587264612-74-0-1324-2000-crop-17159679761761772835732.jpg,"Ngoại hình mỏng nhẹ cân đối, đa dạng màu sắc lựa chọn cùng nhiều tính năng sức khoẻ chính là những điểm sáng hấp dẫn của chiếc đồng hồ thông minh đến từ Huawei.",4 tháng trước,Đồ chơi số
"Không còn đau đầu chọn lựa giữa thời lượng pin laptop và khả năng nâng cấp RAM, một công nghệ mới sẽ là giải pháp ""All-in-One""",https://genk.vn/khong-con-dau-dau-chon-lua-giua-thoi-luong-pin-laptop-va-kha-nang-nang-cap-ram-mot-cong-nghe-moi-se-la-giai-phap-all-in-one-20240517170827694.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/17/micron-crucial-lpcamm2-1715940009323356795778-14-0-862-1356-crop-1715940016372320154748.jpg,"Thay vì phải đánh đổi giữa thời lượng pin và khả năng nâng cấp RAM, một công nghệ RAM mới sẽ là câu trả lời đáp ứng cho mọi nhu cầu của người dùng.",4 tháng trước,Đồ chơi số
Độc lạ: Dùng TV LG để hack PlayStation 4,https://genk.vn/doc-la-dung-tv-lg-de-hack-playstation-4-20240517164311445.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/17/maxresdefault-1-1715938372922873532068-0-0-720-1152-crop-1715938381416761277050.jpg,"Không cần dùng các công cụ phức tạp, giờ đây PlayStation 4 có thể bị hack chỉ cần một chiếc TV LG.",4 tháng trước,Đồ chơi số
"Ra mắt tai nghe TWS có chống ồn chủ động, chất âm cao cấp, pin 9 giờ, giá từ 1 triệu đồng",https://genk.vn/ra-mat-tai-nghe-tws-co-chong-on-chu-dong-chat-am-cao-cap-pin-9-gio-gia-tu-1-trieu-dong-20240516200821238.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/006ruxyjly1hprmledpvrj31kw0w0nhr-1715864644431-17158646445321271508855-0-200-1125-2000-crop-1715864850824783381241.jpg,moto Buds và moto Buds+ là bộ đôi tai nghe chống ồn mới của Lenovo.,4 tháng trước,Đồ chơi số
Kính Google Glass: Ra mắt quá sớm tới trước 10 năm nhưng giờ lại cực kỳ phù hợp với AI?,https://genk.vn/kinh-google-glass-ra-mat-qua-som-toi-truoc-10-nam-nhung-gio-lai-cuc-ky-phu-hop-voi-ai-20240516161755091.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/hq720-17158508140721357251418-0-0-386-618-crop-17158510553831746156850.png,"Đồng sáng lập Google thừa nhận: ""Rất tiếc là chúng tôi đã chọn sai thời điểm. Tôi ước mình đã tính toán thời gian ra mắt tốt hơn""",4 tháng trước,Đồ chơi số
"Xiaomi ra mắt tai nghe true wireless pin 30 giờ, giá chỉ 350.000 đồng",https://genk.vn/xiaomi-ra-mat-tai-nghe-true-wireless-pin-30-gio-gia-chi-350000-dong-2024051615414146.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/872f4d9d-d351-4611-91a1-41d3317a557a-1715848703286837562261-51-0-459-652-crop-17158487562021934937340.png,"Một chiếc tai nghe giá rẻ, đáp ứng tốt các nhu cầu cơ bản.",4 tháng trước,Đồ chơi số
"Huawei MateBook 14 ra mắt: Thiết kế trẻ trung, có màu xanh cực đẹp, màn hình OLED 2,8K, chip Intel Core Ultra, giá từ 21,5 triệu đồng",https://genk.vn/huawei-matebook-14-ra-mat-thiet-ke-tre-trung-co-mau-xanh-cuc-dep-man-hinh-oled-28k-chip-intel-core-ultra-gia-tu-215-trieu-dong-20240516153359482.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/006dbogigy1hpqcy8hta7j31cm0u0gq8-1715848265915-17158482673581769671129-0-0-1080-1728-crop-17158484143281562524286.jpg,"MateBook 14 hướng tới đối tượng người dùng trẻ, sinh viên và người dùng văn phòng.",4 tháng trước,Đồ chơi số
"Fujifilm ra mắt máy ảnh X-T50: Thiết kế tròn trịa, có thêm vòng chỉnh giả lập màu film",https://genk.vn/fujifilm-ra-mat-may-anh-x-t50-thiet-ke-tron-tria-co-them-vong-chinh-gia-lap-mau-film-20240516152901674.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/fujiflm-xt50-genk-4-1715846629092396672068-13-0-482-750-crop-1715846634297506168820.jpg,"Đây là dòng máy nâng cấp từ chiếc Fujifilm X-T30 II, với mức giá cao hơn 500 USD cụ thể là 1400 USD (35.6 triệu Đồng).",4 tháng trước,Đồ chơi số
"Magic Keyboard mới giúp iPad Pro 13"" M4 nhẹ tựa MacBook Air",https://genk.vn/magic-keyboard-moi-giup-ipad-pro-13-m4-nhe-tua-macbook-air-202405160843572.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/16/l1090890-1715823650551770021313-0-0-1280-2048-crop-1715823668317975500487.jpg,"Phụ kiện Magic Keyboard mới cho iPad Pro được Apple khẳng định ""mỏng và nhẹ hơn"" so với phiên bản tiền nhiệm. Sự thay đổi này khiến tổng trọng lượng của iPad Pro 13 inch cùng Magic Keyboard mới gần tương đương với MacBook Air 13 inch.",4 tháng trước,Đồ chơi số
Nvidia cần 'đề phòng': Vì sao thế hệ GPU sắp tới của AMD mới thực sự là đối thủ đáng gờm của Đội Xanh Lá?,https://genk.vn/nvidia-can-de-phong-vi-sao-the-he-gpu-sap-toi-cua-amd-moi-thuc-su-la-doi-thu-dang-gom-cua-doi-xanh-la-2024051518515749.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/15/1678052-amd-rdna3-chip-diagram-1-1715773803457918176098-0-54-558-947-crop-17157738572581157957292.png,"AMD đang chuẩn bị giới thiệu dòng GPU thế hệ tiếp theo với kiến trúc RDNA 5, được thiết kế hoàn toàn mới và hứa hẹn sẽ trở thành ""Zen"" của dòng sản phẩm Radeon.",4 tháng trước,Đồ chơi số
Đây là mẫu laptop đầu tiên của ASUS với chip Snapdragon X Elite,https://genk.vn/day-la-mau-laptop-dau-tien-cua-asus-voi-chip-snapdragon-x-elite-20240515123622388.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/15/asus-wallpaper-preview-17157513599571083269159.jpg,"Vivobook S 15 S5507, mẫu laptop đầu tiên của ASUS với chip Snapdragon X Elite, đã chính thức lộ diện hình ảnh thực tế.",4 tháng trước,Đồ chơi số
"Xiaomi ra mắt cáp USB4 40Gbps: Bọc lưới cực dày dặn, sạc nhanh 240W, xuất hình 8K, giá 350.000 đồng",https://genk.vn/xiaomi-ra-mat-cap-usb4-40gbps-boc-luoi-cuc-day-dan-sac-nhanh-240w-xuat-hinh-8k-gia-350000-dong-20240515120638488.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/15/0d658d41-ba73-41fa-b73e-8196cb7af5cb-1715749408271188235078-393-82-1068-1161-crop-171574955545482919233.jpeg,Một sợi cáp rất đáng tiền đối với những ai có nhu cầu truyền tải dữ liệu băng thông lớn hay xuất hình độ phân giải cao.,4 tháng trước,Đồ chơi số
"Điều gì đã giúp Lenovo Yoga Slim 7i trở thành mẫu laptop khiến giới văn phòng dùng phát “yêu"" luôn",https://genk.vn/dieu-gi-da-giup-lenovo-yoga-slim-7i-tro-thanh-mau-laptop-khien-gioi-van-phong-dung-phat-yeu-luon-20240513121559335.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/13/export-8800-17155768954001641588757-76-0-1356-2048-crop-1715576915177178489692.jpg,"Thiết kế thanh lịch, hiệu năng mạnh mẽ, Lenovo Yoga Slim 7i hội tụ gần như đủ mọi yếu tố để trở thành một đối thủ đáng gờm trong phân khúc Ultrabook dành cho doanh nhân.",4 tháng trước,Đồ chơi số
"Xiaomi ra mắt bộ sạc GaN 45W: Cổng USB-C, thiết kế siêu nhỏ gọn, giá 207.000 đồng",https://genk.vn/xiaomi-ra-mat-bo-sac-gan-45w-cong-usb-c-thiet-ke-sieu-nho-gon-gia-207000-dong-20240515115018266.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/15/97109aba-04e7-471c-bc44-127bc79ba8d3-17157485270311461916847-291-0-664-596-crop-1715748541277672233116.jpeg,"Một mức giá phải chăng cho một bộ sạc nhỏ gọn, công suất vừa phải.",4 tháng trước,Đồ chơi số
Google công bố AI tạo video đáp trả Sora của OpenAI,https://genk.vn/google-cong-bo-ai-tao-video-dap-tra-sora-cua-openai-2024051510044406.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/15/videofx-video-1715711758215-1715742255669-17157422562651744803337-0-20-675-1100-crop-1715742276974855923573.jpg,Google cũng đã trình diễn những đoạn video ấn tượng được tạo bởi Veo.,4 tháng trước,Đồ chơi số
"Tham quan phòng nghiên cứu thể thao rộng tới 4680㎡ đầy hiện đại của Huawei tại Đông Quản, Trung Quốc",https://genk.vn/tham-quan-phong-nghien-cuu-the-thao-rong-toi-4680-day-hien-dai-cua-huawei-tai-dong-quan-trung-quoc-20240514161200378.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/5/14/health-lab-huawei-minh-duc-9-17156752867061939750791-53-0-1303-2000-crop-1715675311815881815783.jpg,"Để đưa được những tính năng đo đạc tình trạng sức khỏe trong khi luyện tập thể dục thể thao, Huawei sở hữu những phòng nghiên cứu để mô phỏng trực tiếp những bộ môn này.",4 tháng trước,Khám phá
